Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,DT41J_Celsius,Fluence_n_cm2
P,0.06,0.65,1.18,0.012,293.3333333333333,12.22222222222222,2.62e+18
P,0.06,0.65,1.18,0.012,292.77777777777777,6.4,1.31e+19
P,0.06,0.65,1.18,0.012,293.3333333333333,36.05555555555556,4.37e+19
P,0.06,0.65,1.18,0.012,293.3333333333333,16.88888888888889,4.37e+19
P,0.06,0.65,1.18,0.012,292.77777777777777,22.0,2.68e+19
P,0.06,0.65,1.18,0.012,292.77777777777777,13.0,2.68e+19
W,0.02,0.09,1.36,0.009,293.3333333333333,17.22222222222222,2.62e+18
W,0.02,0.09,1.36,0.009,292.77777777777777,18.87777777777778,1.31e+19
W,0.02,0.09,1.36,0.009,293.3333333333333,24.22222222222222,4.37e+19
W,0.02,0.09,1.36,0.009,292.77777777777777,15.0,2.68e+19
P,0.04,0.65,1.55,0.006,293.3333333333333,6.111111111111111,2.45e+18
P,0.04,0.65,1.55,0.006,292.77777777777777,16.4,1.25e+19
P,0.04,0.65,1.55,0.006,293.3333333333333,4.444444444444445,2.45e+18
P,0.04,0.65,1.55,0.006,292.77777777777777,19.33333333333333,1.25e+19
P,0.04,0.65,1.55,0.006,293.3333333333333,19.61111111111111,4.2e+19
P,0.04,0.65,1.55,0.006,293.3333333333333,41.61111111111112,4.2e+19
P,0.04,0.65,1.55,0.006,292.22222222222223,15.0,2.4900000000000004e+19
P,0.04,0.65,1.55,0.006,292.22222222222223,22.0,2.4900000000000004e+19
W,0.01,0.15,1.45,0.01,293.3333333333333,-4.444444444444445,2.45e+18
W,0.01,0.15,1.45,0.01,292.77777777777777,2.711111111111112,1.25e+19
W,0.01,0.15,1.45,0.01,293.3333333333333,14.666666666666666,4.2e+19
W,0.01,0.15,1.45,0.01,292.22222222222223,12.0,2.4900000000000004e+19
P,0.11,0.5,1.395,0.013,280.55555555555554,27.22222222222222,2.71e+18
P,0.11,0.5,1.395,0.013,281.6666666666667,62.22222222222222,1.8e+19
P,0.11,0.5,1.395,0.013,283.8888888888889,46.87777777777777,1.6e+19
W,0.23,0.64,1.47,0.011,280.55555555555554,95.0,2.71e+18
W,0.23,0.64,1.47,0.011,281.6666666666667,138.88888888888889,1.8e+19
W,0.23,0.64,1.47,0.011,283.8888888888889,130.12777777777777,1.6e+19
P,0.11,0.54,1.34,0.011,279.44444444444446,32.22222222222222,2.97e+18
P,0.11,0.54,1.34,0.011,282.22222222222223,43.888888888888886,1.89e+19
P,0.11,0.54,1.34,0.011,283.8888888888889,60.150000000000006,2.73e+19
P,0.11,0.54,1.34,0.011,279.44444444444446,26.666666666666668,2.97e+18
P,0.11,0.54,1.34,0.011,282.22222222222223,36.11111111111112,1.89e+19
P,0.11,0.54,1.34,0.011,283.8888888888889,58.46666666666667,2.73e+19
W,0.19,0.56,1.535,0.018,279.44444444444446,52.77777777777778,2.97e+18
W,0.19,0.56,1.535,0.018,282.22222222222223,78.33333333333333,1.89e+19
W,0.19,0.56,1.535,0.018,283.8888888888889,99.71666666666668,2.73e+19
W,0.22,0.59,1.45,0.016,283.3333333333333,83.72222222222223,6.899999999999999e+18
W,0.39,0.58,1.63,0.018,283.3333333333333,102.75,6.899999999999999e+18
W,0.37,0.7,1.53,0.013,283.3333333333333,146.3777777777778,6.899999999999999e+18
F,0.05,0.725,1.28,0.012,287.0,5.5,1.02e+19
F,0.05,0.725,1.28,0.012,287.0,19.2,2.56e+19
F,0.05,0.725,1.28,0.012,287.0,43.8,6.2e+19
W,0.048,0.935,1.13,0.017,287.0,33.0,1.33e+19
W,0.048,0.935,1.13,0.017,287.0,48.0,3.38e+19
W,0.048,0.935,1.13,0.017,287.0,81.0,8.19e+19
F,0.04,0.76,1.39,0.008,295.0,16.3,1.18e+19
F,0.04,0.76,1.39,0.008,295.0,33.8,3.9e+19
F,0.04,0.76,1.39,0.008,295.0,55.4,7.4e+19
F,0.04,0.77,1.41,0.006,295.0,9.5,1.18e+19
F,0.04,0.77,1.41,0.006,295.0,24.0,3.9e+19
F,0.04,0.77,1.41,0.006,295.0,37.7,7.4e+19
W,0.08,0.84,1.11,0.015,295.0,11.3,1.8e+19
W,0.08,0.84,1.11,0.015,295.0,81.2,9.8e+19
P,0.09,0.57,1.36,0.01,291.1111111111111,13.88888888888889,1.07e+18
P,0.09,0.57,1.36,0.01,291.1111111111111,41.66666666666666,1.07e+18
P,0.09,0.57,1.36,0.01,290.55555555555554,7.222222222222222,8.66e+18
P,0.09,0.57,1.36,0.01,290.55555555555554,8.88888888888889,8.66e+18
W,0.33,0.67,1.62,0.014,290.55555555555554,91.66666666666669,8.66e+18
W,0.35,0.67,1.58,0.015,290.55555555555554,136.97777777777776,7.81e+18
W,0.39,0.58,1.63,0.018,290.55555555555554,67.77777777777777,7.81e+18
W,0.37,0.7,1.53,0.013,290.55555555555554,125.55555555555556,7.81e+18
F,0.06,0.7,0.64,0.01,283.3333333333333,10.0,5.99e+18
F,0.06,0.7,0.64,0.01,283.3333333333333,7.222222222222222,1.27e+19
F,0.08,0.67,0.61,0.01,283.3333333333333,23.33333333333333,1.27e+19
F,0.08,0.67,0.61,0.01,284.44444444444446,31.11111111111111,1.22e+19
F,0.08,0.67,0.61,0.01,285.0,41.26111111111111,2.9e+19
W,0.33,0.57,1.26,0.011,285.0,108.65555555555554,2.9e+19
W,0.33,0.57,1.26,0.011,283.3333333333333,92.22222222222224,5.99e+18
W,0.33,0.57,1.26,0.011,284.44444444444446,100.0,1.22e+19
W,0.33,0.57,1.26,0.011,288.3333333333333,120.52222222222224,2.57e+19
F,0.06,0.7,0.67,0.011,286.1111111111111,6.666666666666667,7.08e+18
F,0.06,0.7,0.67,0.011,286.1111111111111,-10.0,1.43e+19
F,0.05,0.71,0.67,0.01,286.1111111111111,26.666666666666668,1.43e+19
W,0.29,0.6,1.44,0.014,286.1111111111111,117.22222222222224,7.08e+18
P,0.15,0.6,1.27,0.011,290.0,34.44444444444444,4.11e+18
P,0.15,0.6,1.27,0.011,290.0,47.77777777777778,1.77e+19
P,0.15,0.6,1.27,0.011,290.0,49.44444444444444,2.34e+19
P,0.15,0.6,1.27,0.011,290.0,36.66666666666666,4.11e+18
P,0.15,0.6,1.27,0.011,290.0,60.0,1.77e+19
P,0.15,0.6,1.27,0.011,290.0,55.55555555555556,2.34e+19
W,0.055,0.957,1.39,0.02,290.0,17.77777777777778,4.11e+18
W,0.055,0.957,1.39,0.02,290.0,26.11111111111111,1.77e+19
W,0.055,0.957,1.39,0.02,290.0,23.33333333333333,2.34e+19
F,0.067,0.702,1.33,0.007,286.0,36.91111111111111,1.4461e+19
F,0.067,0.702,1.33,0.007,286.0,25.694444444444443,2.969e+19
F,0.067,0.702,1.33,0.007,286.0,45.8111111111111,4.3709e+19
F,0.067,0.702,1.33,0.007,286.0,48.98333333333333,4.6941e+19
W,0.041,0.605,1.76,0.008,286.0,27.95555555555556,1.4461e+19
W,0.041,0.605,1.76,0.008,286.0,20.30555555555556,2.969e+19
W,0.041,0.605,1.76,0.008,286.0,33.90555555555555,4.3709e+19
W,0.041,0.605,1.76,0.008,286.0,33.53333333333333,4.6941e+19
F,0.063,0.712,1.28,0.006,286.0,12.22222222222222,1.3426e+19
F,0.063,0.712,1.28,0.006,286.0,21.33333333333333,2.3607e+19
F,0.063,0.712,1.28,0.006,286.0,25.0,3.7889e+19
F,0.063,0.712,1.28,0.006,286.0,32.666666666666664,4.3872e+19
W,0.044,0.582,1.68,0.007,286.0,36.388888888888886,1.3426e+19
W,0.044,0.582,1.68,0.007,286.0,31.88888888888889,2.3607e+19
W,0.044,0.582,1.68,0.007,286.0,41.22222222222222,3.7889e+19
W,0.044,0.582,1.68,0.007,286.0,45.94444444444444,4.3872e+19
F,0.03,0.84,1.41,0.006,296.0,11.383333333333333,4.674e+18
F,0.03,0.84,1.41,0.006,296.0,5.016666666666667,4.674e+18
W,0.03,0.18,1.72,0.009,296.0,15.33888888888889,4.674e+18
F,0.03,0.82,1.35,0.006,296.0,18.25,4.306e+18
F,0.03,0.82,1.35,0.006,296.0,8.149999999999999,4.306e+18
W,0.03,0.13,1.74,0.009,296.0,33.81111111111111,4.306e+18
F,0.01,0.75,1.42,0.004,255.0,-4.622222222222223,7.15e+18
F,0.01,0.75,1.42,0.004,255.0,26.977777777777774,5.121000000000001e+19
F,0.01,0.75,1.42,0.004,255.0,53.47777777777778,8.696e+19
P,0.057,0.593,1.301,0.014,292.77777777777777,9.85,3.34e+18
P,0.057,0.593,1.301,0.014,292.77777777777777,21.11111111111111,1.15e+19
P,0.057,0.593,1.301,0.014,292.22222222222223,22.8,1.94e+19
P,0.057,0.593,1.301,0.014,292.77777777777777,-6.333333333333333,3.34e+18
P,0.057,0.593,1.301,0.014,292.77777777777777,5.555555555555555,1.15e+19
P,0.057,0.593,1.301,0.014,292.22222222222223,18.53333333333333,1.94e+19
P,0.057,0.593,1.301,0.014,291.6666666666667,55.0,4.4e+19
P,0.057,0.593,1.301,0.014,291.6666666666667,52.0,4.4e+19
P,0.057,0.593,1.301,0.014,291.6666666666667,54.0,3.5e+19
P,0.057,0.593,1.301,0.014,291.6666666666667,34.0,3.5e+19
W,0.04,0.102,1.13,0.012,292.77777777777777,13.177777777777775,3.34e+18
W,0.04,0.102,1.13,0.012,292.77777777777777,11.666666666666666,1.15e+19
W,0.04,0.102,1.13,0.012,292.22222222222223,1.988888888888888,1.94e+19
W,0.04,0.102,1.13,0.012,291.6666666666667,19.0,4.4e+19
W,0.04,0.102,1.13,0.012,291.6666666666667,31.0,3.5e+19
P,0.0505,0.58175,1.25175,0.0076,292.77777777777777,1.377777777777778,3.58e+18
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,3.211111111111111,1.1200000000000002e+19
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,16.427777777777777,1.79e+19
P,0.0505,0.58175,1.25175,0.0076,292.77777777777777,-3.7944444444444434,3.58e+18
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,1.4722222222222234,1.1200000000000002e+19
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,17.0,1.79e+19
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,32.77777777777778,4.19e+19
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,41.83333333333333,4.19e+19
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,22.0,3.0099999999999996e+19
P,0.0505,0.58175,1.25175,0.0076,291.6666666666667,25.0,3.0099999999999996e+19
W,0.0435,0.1271666666666666,1.1283333333333334,0.0094,292.77777777777777,-6.949999999999999,3.58e+18
W,0.0435,0.1271666666666666,1.1283333333333334,0.0094,291.6666666666667,10.544444444444444,1.1200000000000002e+19
W,0.0435,0.1271666666666666,1.1283333333333334,0.0094,291.6666666666667,11.911111111111111,1.79e+19
W,0.0435,0.1271666666666666,1.1283333333333334,0.0094,291.6666666666667,11.833333333333334,4.19e+19
W,0.0435,0.1271666666666666,1.1283333333333334,0.0094,291.6666666666667,17.0,3.0099999999999996e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,22.22222222222222,6.77e+18
P,0.1,0.51,1.3,0.009,290.55555555555554,32.77777777777778,1.56e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,19.444444444444443,2.53e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,35.47222222222222,4.63e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,8.333333333333334,6.77e+18
P,0.1,0.51,1.3,0.009,290.55555555555554,17.77777777777778,1.56e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,15.555555555555555,2.53e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,32.388888888888886,4.63e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,48.0,6.53e+19
P,0.1,0.51,1.3,0.009,290.55555555555554,55.0,6.53e+19
W,0.04,0.95,1.41,0.009,290.55555555555554,12.22222222222222,6.77e+18
W,0.04,0.95,1.41,0.009,290.55555555555554,26.11111111111111,1.56e+19
W,0.04,0.95,1.41,0.009,290.55555555555554,12.77777777777778,2.53e+19
W,0.04,0.95,1.41,0.009,290.55555555555554,24.05,4.63e+19
W,0.04,0.95,1.41,0.009,290.55555555555554,36.0,6.53e+19
F,0.16,0.8,0.71,0.013,292.77777777777777,52.05,4.47e+18
F,0.16,0.8,0.71,0.013,292.77777777777777,60.78888888888889,1.08e+19
F,0.16,0.8,0.71,0.013,292.77777777777777,16.511111111111106,4.47e+18
F,0.16,0.8,0.71,0.013,292.77777777777777,44.95555555555555,1.08e+19
F,0.16,0.8,0.71,0.013,292.77777777777777,80.0,2.4e+19
F,0.16,0.8,0.71,0.013,292.77777777777777,58.0,2.4e+19
F,0.16,0.8,0.71,0.013,292.77777777777777,52.61111111111112,1.71e+19
F,0.16,0.8,0.71,0.013,292.77777777777777,64.38888888888889,1.71e+19
W,0.041,0.73,1.96,0.013,292.77777777777777,3.5500000000000003,4.47e+18
W,0.041,0.73,1.96,0.013,292.77777777777777,16.288888888888888,1.08e+19
W,0.041,0.73,1.96,0.013,292.77777777777777,8.0,2.4e+19
W,0.041,0.73,1.96,0.013,292.77777777777777,14.333333333333334,1.71e+19
P,0.07,0.62,1.45,0.008,292.77777777777777,18.33333333333333,3.16e+18
P,0.07,0.62,1.45,0.008,292.77777777777777,6.111111111111111,1.18e+19
P,0.07,0.62,1.45,0.008,291.6666666666667,25.688888888888886,2.23e+19
P,0.07,0.62,1.45,0.008,291.1111111111111,30.53333333333333,3.44e+19
P,0.07,0.62,1.45,0.008,292.77777777777777,13.333333333333334,3.16e+18
P,0.07,0.62,1.45,0.008,292.77777777777777,20.0,1.18e+19
P,0.07,0.62,1.45,0.008,291.6666666666667,30.205555555555552,2.23e+19
P,0.07,0.62,1.45,0.008,291.1111111111111,29.494444444444444,3.44e+19
W,0.04,0.09,1.46,0.005,292.77777777777777,13.333333333333334,3.16e+18
W,0.04,0.09,1.46,0.005,292.77777777777777,23.88888888888889,1.18e+19
W,0.04,0.09,1.46,0.005,291.6666666666667,24.6,2.23e+19
W,0.04,0.09,1.46,0.005,291.1111111111111,36.61666666666666,3.44e+19
P,0.03,0.58,1.38,0.005,289.44444444444446,3.3888888888888893,6.31e+18
P,0.03,0.58,1.38,0.005,289.44444444444446,15.555555555555555,6.31e+18
P,0.03,0.58,1.38,0.005,286.6666666666667,-5.055555555555554,1.45e+19
W,0.05,0.16,1.35,0.008,289.44444444444446,13.055555555555555,6.31e+18
W,0.05,0.16,1.35,0.008,286.6666666666667,3.666666666666672,1.45e+19
P,0.054,0.52,1.45,0.012,288.9,24.522222222222226,5.158e+18
P,0.054,0.52,1.45,0.012,288.9,36.35,5.158e+18
P,0.054,0.52,1.45,0.012,288.9,22.02777777777778,1.6588e+19
P,0.054,0.52,1.45,0.012,288.9,24.422222222222224,1.6588e+19
P,0.054,0.52,1.45,0.012,288.9,22.133333333333336,3.563e+19
P,0.054,0.52,1.45,0.012,288.9,39.59444444444444,3.563e+19
P,0.054,0.52,1.45,0.012,288.9,34.922222222222224,4.6909e+19
P,0.054,0.52,1.45,0.012,288.9,45.36111111111112,4.6909e+19
P,0.054,0.52,1.45,0.012,288.9,34.36666666666667,5.5904e+19
P,0.054,0.52,1.45,0.012,288.9,50.25,5.5904e+19
W,0.041,0.605,1.76,0.008,288.9,28.90555555555555,5.158e+18
W,0.041,0.605,1.76,0.008,288.9,6.627777777777777,1.6588e+19
W,0.041,0.605,1.76,0.008,288.9,29.927777777777774,3.563e+19
W,0.041,0.605,1.76,0.008,288.9,25.077777777777776,4.6909e+19
W,0.041,0.605,1.76,0.008,288.9,39.98333333333333,5.5904e+19
P,0.051,0.54,1.5,0.015,288.9,22.866666666666664,5.777e+18
P,0.051,0.54,1.5,0.015,288.9,15.27222222222222,5.777e+18
P,0.051,0.54,1.5,0.015,288.9,30.022222222222226,1.5371e+19
P,0.051,0.54,1.5,0.015,288.9,30.55555555555556,1.5371e+19
P,0.051,0.54,1.5,0.015,288.9,28.177777777777777,3.7634e+19
P,0.051,0.54,1.5,0.015,288.9,28.988888888888887,3.7634e+19
P,0.051,0.54,1.5,0.015,288.9,47.333333333333336,4.3045e+19
P,0.051,0.54,1.5,0.015,288.9,29.72222222222222,4.3045e+19
P,0.051,0.54,1.5,0.015,288.9,35.46666666666667,4.8662e+19
P,0.051,0.54,1.5,0.015,288.9,39.50555555555556,4.8662e+19
W,0.029,0.11,1.44,0.018,288.9,14.877777777777778,5.777e+18
W,0.029,0.11,1.44,0.018,288.9,14.61111111111111,1.5371e+19
W,0.029,0.11,1.44,0.018,288.9,15.094444444444449,3.7634e+19
W,0.029,0.11,1.44,0.018,288.9,20.28333333333333,4.3045e+19
W,0.029,0.11,1.44,0.018,288.9,23.444444444444443,4.8662e+19
F,0.05,0.77,1.39,0.007,293.5,13.67777777777778,4.541e+18
F,0.05,0.77,1.39,0.007,293.5,6.638888888888889,4.541e+18
W,0.02,0.07,1.73,0.015,293.5,18.95555555555556,4.541e+18
F,0.06,0.79,1.42,0.007,293.5,19.98333333333333,3.721e+18
F,0.06,0.79,1.42,0.007,293.5,3.1833333333333336,3.721e+18
W,0.02,0.11,1.69,0.016,293.5,27.85,3.721e+18
F,0.025,0.89,1.26,0.006,296.0,23.666666666666668,4.329e+18
F,0.025,0.89,1.26,0.006,296.0,25.738888888888887,4.329e+18
W,0.03,0.16,1.72,0.009,296.0,38.78888888888888,4.329e+18
F,0.03,0.94,1.24,0.004,296.0,25.23888888888889,4.273e+18
F,0.03,0.94,1.24,0.004,296.0,25.30555555555556,4.273e+18
W,0.03,0.15,1.73,0.006,296.0,20.383333333333333,4.273e+18
P,0.11,0.49,1.375,0.01,276.1111111111111,29.444444444444443,3.25e+18
P,0.11,0.49,1.375,0.01,276.1111111111111,50.0,9.64e+18
P,0.11,0.49,1.375,0.01,276.1111111111111,52.22222222222222,1.33e+19
P,0.11,0.49,1.375,0.01,276.6666666666667,55.0,1.56e+19
P,0.11,0.49,1.375,0.01,276.1111111111111,17.77777777777778,3.25e+18
P,0.11,0.49,1.375,0.01,276.1111111111111,36.66666666666666,9.64e+18
P,0.11,0.49,1.375,0.01,276.1111111111111,40.55555555555556,1.33e+19
P,0.11,0.49,1.375,0.01,276.6666666666667,55.55555555555556,1.56e+19
W,0.25,0.54,1.48,0.019,276.1111111111111,60.0,3.25e+18
W,0.25,0.54,1.48,0.019,276.1111111111111,105.0,9.64e+18
W,0.25,0.54,1.48,0.019,276.1111111111111,107.77777777777776,1.33e+19
W,0.25,0.54,1.48,0.019,276.6666666666667,111.11111111111111,1.56e+19
W,0.25,0.54,1.48,0.019,282.22222222222223,119.96666666666668,2.6e+19
P,0.12,0.53,1.315,0.007,275.55555555555554,23.33333333333333,2.7e+18
P,0.12,0.53,1.315,0.007,275.55555555555554,39.44444444444444,8.4e+18
P,0.12,0.53,1.315,0.007,275.55555555555554,52.77777777777778,1.67e+19
P,0.12,0.53,1.315,0.007,275.55555555555554,29.444444444444443,2.7e+18
P,0.12,0.53,1.315,0.007,275.55555555555554,46.11111111111112,8.4e+18
P,0.12,0.53,1.315,0.007,275.55555555555554,67.22222222222223,1.67e+19
W,0.25,0.554,1.56,0.019,275.55555555555554,76.66666666666667,2.7e+18
W,0.25,0.554,1.56,0.019,275.55555555555554,96.66666666666669,8.4e+18
W,0.25,0.554,1.56,0.019,275.55555555555554,125.0,1.67e+19
P,0.09,0.62,1.36,0.007,290.0,38.4,3e+19
P,0.09,0.62,1.36,0.007,290.0,69.8,6e+19
P,0.14,0.5,1.29,0.013,281.7,78.0,1.4e+19
P,0.14,0.5,1.29,0.013,281.7,67.0,1.43e+19
P,0.14,0.5,1.29,0.013,281.7,86.0,3.68e+19
P,0.11,0.53,1.24,0.011,281.7,38.0,1.43e+19
W,0.22,0.11,1.25,0.015,281.7,61.0,1.4e+19
W,0.22,0.11,1.25,0.015,281.7,122.0,3.68e+19
P,0.1,0.72,0.58,0.012,274.0,-28.93,5.7e+17
P,0.1,0.72,0.58,0.012,274.0,-3.719999999999999,1.26e+18
W,0.3,0.09,1.49,0.012,274.0,60.94,5.7e+17
W,0.3,0.09,1.49,0.012,274.0,52.42999999999999,1.26e+18
F,0.1,0.74,0.66,0.012,303.88888888888886,39.28986785917724,3.4499999999999995e+18
F,0.1,0.74,0.66,0.012,303.88888888888886,19.4031838547049,3.4499999999999995e+18
W,0.1,0.084,1.57,0.017,303.88888888888886,22.311859541106443,3.4499999999999995e+18
P,0.11,0.62,1.36,0.009,274.0,21.1,2.1e+17
P,0.11,0.62,1.36,0.009,274.0,41.7,3.57e+18
P,0.1,0.625,1.395,0.012,274.0,15.5,3.57e+18
P,0.1,0.625,1.395,0.012,274.0,4.5,2.1e+17
W,0.064,1.47,1.53,0.011,274.0,22.1,2.1e+17
W,0.064,1.47,1.53,0.011,274.0,52.3,3.57e+18
P,0.096,0.58,1.4,0.009,290.0,47.55555555555556,3.67e+19
P,0.096,0.58,1.4,0.009,290.0,47.61111111111112,3.67e+19
W,0.045,0.083,1.33,0.004,290.0,6.666666666666668,3.67e+19
P,0.2,0.54,1.31,0.01,283.8888888888889,99.44444444444444,5.07e+19
P,0.2,0.54,1.31,0.01,283.8888888888889,97.66666666666666,5.07e+19
W,0.26,0.62,1.37,0.018,283.8888888888889,132.11111111111111,5.07e+19
P,0.05,0.56,1.32,0.01,282.77777777777777,68.61111111111111,8.97e+19
P,0.05,0.56,1.32,0.01,282.77777777777777,79.55555555555556,8.97e+19
W,0.08,0.07,1.17,0.008,282.77777777777777,20.33333333333333,8.97e+19
F,0.03,0.73,1.33,0.007,291.0,22.05555555555556,3.71e+19
F,0.03,0.73,1.33,0.007,291.0,28.5,3.71e+19
W,0.04,0.67,1.44,0.015,291.0,34.88888888888889,3.71e+19
F,0.057,0.77,1.38,0.013,288.9,35.166666666666664,3.73e+19
W,0.04,0.64,1.45,0.011,288.9,25.33333333333333,3.73e+19
F,0.057,0.77,1.38,0.013,288.9,15.77777777777778,3.73e+19
F,0.05,0.73,0.69,0.01,291.0,6.5,3.97e+19
F,0.05,0.73,0.69,0.01,291.0,15.444444444444445,3.97e+19
W,0.026,0.71,1.48,0.011,291.0,42.61111111111112,3.97e+19
F,0.07,0.65,1.18,0.005,289.0,38.11111111111111,4.19e+19
F,0.07,0.65,1.18,0.005,289.0,24.72222222222222,4.19e+19
W,0.03,0.65,1.34,0.01,289.0,32.611111111111114,4.19e+19
P,0.06,0.55,1.32,0.005,291.5,52.888888888888886,5.980000000000001e+19
P,0.06,0.55,1.32,0.005,291.5,32.55555555555556,5.980000000000001e+19
W,0.03,0.06,1.28,0.005,291.5,36.55555555555556,5.980000000000001e+19
P,0.05,0.59,1.36,0.006,293.3333333333333,19.77777777777778,3.2400000000000004e+19
P,0.05,0.59,1.36,0.006,293.3333333333333,27.0,3.2400000000000004e+19
W,0.04,0.22,1.33,0.004,293.3333333333333,15.72222222222222,3.2400000000000004e+19
P,0.065,0.62,1.36,0.014,293.8888888888889,29.38888888888889,2.16e+19
P,0.065,0.62,1.36,0.014,293.8888888888889,0.8888888888888893,2.16e+19
W,0.03,0.072,1.37,0.011,293.8888888888889,24.77777777777778,2.16e+19
P,0.065,0.62,1.36,0.014,293.8888888888889,41.33333333333333,3.38e+19
P,0.065,0.62,1.36,0.014,293.8888888888889,12.88888888888889,3.38e+19
W,0.03,0.072,1.37,0.011,293.8888888888889,44.66666666666667,3.38e+19
W,0.21,0.88,1.36,0.011,292.22222222222223,115.55555555555556,5.16e+19
P,0.06,0.58,1.45,0.005,287.77777777777777,54.44444444444444,8.41e+19
P,0.06,0.58,1.45,0.005,287.77777777777777,59.44444444444444,8.41e+19
W,0.054,0.13,1.39,0.017,287.77777777777777,49.44444444444444,8.41e+19
P,0.06,0.62,1.3,0.007,287.77777777777777,63.888888888888886,9.31e+19
P,0.06,0.62,1.3,0.007,287.77777777777777,71.11111111111111,9.31e+19
W,0.07,0.07,1.43,0.013,287.77777777777777,38.888888888888886,9.31e+19
W,0.307,1.045,1.161,0.009,279.44444444444446,143.88888888888889,1.5e+19
W,0.185,1.121,1.269,0.012,279.44444444444446,138.7777777777778,1.5e+19
W,0.194,1.067,1.281,0.009,279.44444444444446,140.61111111111111,1.5e+19
W,0.307,1.045,1.161,0.009,280.0,155.61111111111111,2.38e+19
W,0.185,1.121,1.269,0.012,280.0,144.11111111111111,2.38e+19
W,0.194,1.067,1.281,0.009,280.0,148.77777777777777,2.38e+19
P,0.11,0.61,1.37,0.004,287.22222222222223,73.72222222222223,2.25e+19
P,0.11,0.61,1.37,0.004,287.22222222222223,70.88888888888889,2.25e+19
W,0.048,0.067,1.525,0.005,287.22222222222223,13.77777777777778,2.25e+19
P,0.073,0.49,1.34,0.014,286.0,67.11111111111111,9.45e+19
P,0.073,0.49,1.34,0.014,286.0,68.44444444444446,9.45e+19
W,0.023,0.87,1.23,0.006,286.0,72.83333333333334,9.45e+19
F,0.06,0.79,0.7,0.012,293.0,14.833333333333332,6.04e+18
F,0.06,0.79,0.7,0.012,293.0,11.833333333333332,6.04e+18
W,0.016,0.69,1.8,0.015,293.0,18.11111111111111,6.04e+18
P,0.03,0.58,1.38,0.005,285.55555555555554,7.555555555555557,2.42e+19
P,0.03,0.58,1.38,0.005,285.55555555555554,14.055555555555555,2.42e+19
W,0.05,0.16,1.35,0.008,285.55555555555554,10.555555555555555,2.42e+19
F,0.05,0.7,0.64,0.006,282.6,20.9,5.519999999999999e+19
F,0.05,0.7,0.64,0.006,282.6,44.6,5.519999999999999e+19
W,0.22,0.643,1.52,0.012,282.6,174.89999999999998,5.519999999999999e+19
P,0.05,0.63,1.38,0.004,288.0,63.8,7.1e+19
P,0.05,0.63,1.38,0.004,288.0,47.3,7.1e+19
W,0.03,0.07,1.7,0.01,288.0,46.8,7.1e+19
P,0.12,0.56,1.5,0.01,273.88888888888886,18.27777777777777,3.2e+17
W,0.05,0.96,1.42,0.019,273.88888888888886,7.611111111111107,3.2e+17
P,0.21,0.758,1.278,0.009,273.88888888888886,57.11111111111111,8.07e+17
W,0.23,0.75,1.36,0.014,273.88888888888886,61.888888888888886,8.07e+17
P,0.133,0.537,1.645,0.008,273.88888888888886,8.83333333333333,2.29e+17
W,0.35,0.73,1.75,0.013,273.88888888888886,37.66666666666666,2.29e+17
W,0.212,0.345,1.78,0.009,273.88888888888886,14.333333333333334,2.29e+17
W,0.03,0.87,1.38,0.014,278.3333333333333,10.327777777777778,1.15e+17
P,0.1,0.54,1.36,0.01,273.88888888888886,7.666666666666666,9.13e+17
W,0.1,0.32,1.43,0.011,273.88888888888886,11.055555555555555,9.13e+17
P,0.12,0.7,1.43,0.013,273.88888888888886,42.72222222222222,1.38e+18
P,0.08,0.59,1.39,0.01,273.88888888888886,8.166666666666668,1.39e+18
W,0.13,0.1,1.19,0.014,273.88888888888886,-3.5,1.39e+18
P,0.12,0.65,1.29,0.009,274.0,6.300000000000004,1.94e+18
W,0.03,0.88,1.22,0.011,274.0,5.0,1.94e+18
P,0.11,0.63,1.28,0.012,278.88888888888886,11.22222222222222,8.49e+16
W,0.04,0.89,1.45,0.016,278.88888888888886,16.833333333333336,8.49e+16
P,0.06,0.6,1.33,0.004,292.22222222222223,8.5,8.76e+18
P,0.06,0.6,1.33,0.004,292.22222222222223,17.722222222222225,8.76e+18
W,0.04,0.06,1.08,0.005,292.22222222222223,-2.833333333333334,8.76e+18
P,0.07,0.59,1.45,0.007,292.77777777777777,76.61111111111111,6.03e+19
P,0.07,0.59,1.45,0.007,292.77777777777777,19.666666666666664,6.03e+19
W,0.047,0.049,1.28,0.009,292.77777777777777,18.77777777777777,6.03e+19
F,0.06,0.73,1.33,0.006,287.0,0.953694370562502,1.59e+19
