Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,DT41J_Celsius,Fluence_n_cm2
P,0.22,0.51,1.37,0.018,276.6666666666667,40.37222222222223,1.8783e+18
P,0.172,0.584,1.16,0.018,276.6666666666667,31.15,1.09e+18
P,0.172,0.584,1.16,0.018,276.6666666666667,45.78888888888888,1.66e+18
P,0.172,0.584,1.16,0.018,276.6666666666667,47.227777777777774,1.7202e+18
P,0.172,0.584,1.16,0.018,276.6666666666667,55.28888888888889,2.7548e+18
P,0.17,0.52,1.315,0.015,276.6666666666667,31.11111111111111,1.45e+18
P,0.17,0.52,1.315,0.015,276.6666666666667,47.65555555555555,1.8796e+18
W,0.26,0.56,1.54,0.014,276.6666666666667,90.27777777777776,1.5e+18
W,0.26,0.56,1.54,0.014,276.6666666666667,69.01666666666667,1.9423000000000003e+18
W,0.28,0.57,1.63,0.019,276.6666666666667,77.89444444444445,1.9189e+18
W,0.27,0.06,1.29,0.016,276.6666666666667,52.61666666666666,1.43e+18
W,0.27,0.06,1.29,0.016,276.6666666666667,57.87777777777777,1.9437e+18
W,0.29,0.69,1.575,0.016,276.6666666666667,73.57777777777778,1.07e+18
W,0.29,0.69,1.575,0.016,276.6666666666667,88.73333333333333,1.58e+18
W,0.29,0.69,1.575,0.016,276.6666666666667,108.13888888888889,2.8903e+18
W,0.29,0.69,1.575,0.016,276.6666666666667,96.95,1.7724e+18
W,0.11,0.24,1.485,0.015,276.6666666666667,17.666666666666668,1.1e+18
W,0.11,0.24,1.485,0.015,276.6666666666667,42.78888888888888,1.7e+18
W,0.11,0.24,1.485,0.015,276.6666666666667,43.71666666666667,1.7793999999999997e+18
W,0.11,0.24,1.485,0.015,276.6666666666667,42.42777777777778,2.8479e+18
W,0.01,0.9,1.33,0.012,276.6666666666667,0.1166666666666671,1.17e+18
W,0.01,0.9,1.33,0.012,276.6666666666667,18.78333333333333,1.87e+18
W,0.01,0.9,1.33,0.012,276.6666666666667,2.594444444444445,1.7704e+18
W,0.01,0.9,1.33,0.012,276.6666666666667,12.372222222222222,2.7478e+18
W,0.2,1.05,1.28,0.019,276.6666666666667,60.316666666666656,1.79e+18
W,0.2,1.05,1.28,0.019,276.6666666666667,56.083333333333336,1.13e+18
W,0.2,1.05,1.28,0.019,276.6666666666667,76.07222222222224,2.8000000000000005e+18
W,0.2,1.05,1.28,0.019,276.6666666666667,68.52777777777777,1.7783e+18
W,0.059,0.93,1.32,0.009,276.6666666666667,34.044444444444444,1.36e+18
W,0.059,0.93,1.32,0.009,276.6666666666667,32.58888888888888,1.9364e+18
W,0.023,0.936,1.25,0.01,276.6666666666667,14.67777777777778,1.9336e+18
F,0.11,1.0,0.85,0.008,290.0,2.0,4.9e+18
F,0.11,1.0,0.85,0.008,290.0,9.0,5.8e+18
F,0.11,1.0,0.85,0.008,290.0,34.0,1.3e+19
F,0.11,1.0,0.85,0.008,290.0,35.0,1.5e+19
F,0.11,1.0,0.85,0.008,290.0,29.0,2e+19
F,0.08,0.97,0.79,0.008,290.0,-13.0,4.7e+18
F,0.08,0.97,0.79,0.008,290.0,24.0,1.4e+19
F,0.08,0.97,0.79,0.008,290.0,21.0,2e+19
W,0.07,0.93,1.6,0.007,290.0,18.0,4.6e+18
W,0.07,0.93,1.6,0.007,290.0,24.0,1.1e+19
W,0.07,0.93,1.6,0.007,290.0,27.0,1.5e+19
W,0.07,0.93,1.6,0.007,290.0,32.0,1.9e+19
W,0.07,0.93,1.6,0.007,290.0,25.0,2.3e+19
F,0.03,0.84,0.88,0.006,290.0,9.0,3.02e+18
F,0.03,0.84,0.88,0.006,290.0,14.0,5.96e+18
F,0.06,0.87,0.94,0.006,290.0,12.0,2.48e+18
F,0.06,0.87,0.94,0.006,290.0,26.0,5.06e+18
W,0.06,1.67,1.42,0.013,290.0,37.0,3.02e+18
W,0.06,1.67,1.42,0.013,290.0,69.0,5.89e+18
F,0.05,0.94,0.98,0.006,290.0,10.0,2.0399999999999997e+18
F,0.05,0.94,0.98,0.006,290.0,13.0,4.97e+18
F,0.05,0.91,0.93,0.005,290.0,0.0,2.48e+18
F,0.05,0.91,0.93,0.005,290.0,1.0,6.05e+18
W,0.04,0.98,1.77,0.008,290.0,11.0,2.52e+18
W,0.04,0.98,1.77,0.008,290.0,8.0,5.629999999999999e+18
F,0.03,0.75,1.32,0.008,290.0,-4.0,2.06e+18
F,0.03,0.75,1.32,0.008,290.0,7.0,9.56e+18
F,0.03,0.77,1.39,0.006,290.0,-9.0,2.5e+18
F,0.03,0.77,1.39,0.006,290.0,5.0,8e+18
W,0.05,0.84,1.27,0.01,290.0,12.0,2.5e+18
W,0.05,0.84,1.27,0.01,290.0,13.0,8e+18
F,0.08,0.9,0.86,0.009,290.0,6.0,2.77e+18
F,0.08,0.9,0.86,0.009,290.0,22.0,5.46e+18
F,0.07,0.87,0.86,0.006,290.0,13.0,3.35e+18
F,0.07,0.87,0.86,0.006,290.0,9.0,6.6e+18
W,0.04,0.99,1.76,0.01,290.0,10.0,3.41e+18
W,0.04,0.99,1.76,0.01,290.0,10.0,6.72e+18
F,0.05,0.83,0.84,0.008,295.0,20.0,5.52e+18
F,0.05,0.83,0.84,0.008,295.0,42.0,3.2e+19
F,0.09,0.97,0.81,0.007,295.0,18.0,5.649999999999999e+18
F,0.09,0.97,0.81,0.007,295.0,50.0,3.23e+19
W,0.03,0.08,1.51,0.015,295.0,14.0,5.620000000000001e+18
W,0.03,0.08,1.51,0.015,295.0,36.0,3.2e+19
F,0.08,0.9,0.92,0.005,290.0,7.0,3.11e+18
F,0.08,0.9,0.92,0.005,290.0,8.0,5.99e+18
W,0.08,1.7,1.41,0.012,290.0,40.0,3.16e+18
W,0.08,1.7,1.41,0.012,290.0,57.0,6.05e+18
F,0.12,1.0,0.83,0.01,290.0,23.0,2.5e+18
F,0.12,1.0,0.83,0.01,290.0,40.0,6.8e+18
F,0.12,1.0,0.83,0.01,290.0,41.0,6.8e+18
W,0.1,0.84,1.87,0.009,290.0,21.0,2.5e+18
W,0.1,0.84,1.87,0.009,290.0,44.0,6.8e+18
F,0.07,0.92,0.87,0.01,290.0,17.0,2.6e+18
F,0.07,0.92,0.87,0.01,290.0,24.0,4.94e+18
F,0.07,0.86,0.9,0.006,290.0,16.0,3.14e+18
F,0.07,0.86,0.9,0.006,290.0,25.0,5.99e+18
W,0.04,0.98,1.74,0.008,290.0,14.0,3.19e+18
W,0.04,0.98,1.74,0.008,290.0,4.0,6.06e+18
F,0.13,0.82,0.68,0.011,284.0,33.0,1.5e+19
F,0.13,0.82,0.68,0.011,284.0,21.0,1.7e+19
F,0.13,0.82,0.68,0.011,284.0,26.0,1.7e+19
F,0.13,0.82,0.68,0.011,284.0,55.0,5.3e+19
F,0.11,0.81,0.68,0.01,284.0,11.0,1.7e+19
F,0.11,0.81,0.68,0.01,284.0,28.0,3.5e+19
W,0.23,1.08,1.83,0.009,284.0,107.0,9e+18
W,0.23,1.08,1.83,0.009,284.0,132.0,1.7e+19
W,0.23,1.08,1.83,0.009,284.0,131.0,1.7e+19
W,0.23,1.08,1.83,0.009,284.0,127.0,1.7e+19
W,0.23,1.08,1.83,0.009,284.0,167.0,5.3e+19
F,0.1,0.83,0.75,0.015,282.0,31.0,8.4e+18
F,0.1,0.83,0.75,0.015,282.0,39.0,1.55e+19
F,0.1,0.83,0.75,0.015,282.0,49.0,2.14e+19
F,0.1,0.83,0.75,0.015,282.0,56.0,2.55e+19
F,0.1,0.83,0.75,0.015,282.0,59.0,3e+19
F,0.1,0.83,0.75,0.015,282.0,64.0,3.75e+19
F,0.1,0.83,0.75,0.015,282.0,73.0,4.83e+19
W,0.19,1.15,1.1,0.014,282.0,63.0,8.2e+18
W,0.19,1.15,1.1,0.014,282.0,72.0,1.56e+19
W,0.19,1.15,1.1,0.014,282.0,86.0,2.85e+19
W,0.19,1.15,1.1,0.014,282.0,86.0,3.42e+19
W,0.19,1.15,1.1,0.014,282.0,100.0,5.4e+19
W,0.1,0.44,0.9,0.014,282.0,24.0,8.2e+18
W,0.1,0.44,0.9,0.014,282.0,25.0,1.53e+19
W,0.1,0.44,0.9,0.014,282.0,25.0,2.05e+19
W,0.1,0.44,0.9,0.014,282.0,18.0,2.54e+19
W,0.1,0.44,0.9,0.014,282.0,24.0,3.28e+19
W,0.1,0.44,0.9,0.014,282.0,34.0,4.11e+19
F,0.04,0.75,1.38,0.007,290.0,12.0,2.17e+18
F,0.04,0.75,1.38,0.007,290.0,16.0,6.28e+18
F,0.04,0.77,1.37,0.007,290.0,1.0,2.64e+18
F,0.04,0.77,1.37,0.007,290.0,14.0,5.3e+18
W,0.06,0.95,1.21,0.011,290.0,5.0,2.64e+18
W,0.06,0.95,1.21,0.011,290.0,27.0,5.9e+18
W,0.22,1.11,1.14,0.015,285.0,111.0,2.22e+19
F,0.11,0.99,0.66,0.01,285.0,13.0,1.9e+18
F,0.11,0.99,0.66,0.01,285.0,26.0,5.8e+18
F,0.11,0.99,0.66,0.01,285.0,29.0,5.8e+18
F,0.12,0.97,0.72,0.015,285.0,16.0,1.9e+18
F,0.12,0.97,0.72,0.015,285.0,23.0,5.8e+18
F,0.12,0.97,0.72,0.015,285.0,30.0,5.8e+18
W,0.12,0.87,1.72,0.008,285.0,9.0,1.9e+18
W,0.12,0.87,1.72,0.008,285.0,23.0,5.8e+18
F,0.12,0.98,0.82,0.006,290.0,18.0,2.2e+18
F,0.12,0.98,0.82,0.006,290.0,38.0,6.4e+18
F,0.12,0.98,0.82,0.006,290.0,10.0,2.2e+18
F,0.12,0.98,0.82,0.006,290.0,34.0,6.4e+18
W,0.1,0.86,1.72,0.016,290.0,21.0,2.2e+18
W,0.1,0.86,1.72,0.016,290.0,36.0,6.4e+18
P,0.25,0.53,1.368,0.012,274.44444444444446,111.66666666666669,4.09e+19
P,0.25,0.53,1.368,0.012,277.22222222222223,95.0,9.38e+18
P,0.25,0.53,1.368,0.012,278.3333333333333,95.55555555555556,1.64e+19
P,0.25,0.53,1.368,0.012,278.8888888888889,82.67777777777776,2.09e+19
P,0.25,0.53,1.368,0.012,274.44444444444446,107.77777777777776,4.09e+19
P,0.25,0.53,1.368,0.012,277.22222222222223,86.66666666666667,9.38e+18
P,0.25,0.53,1.368,0.012,278.8888888888889,80.06666666666666,2.09e+19
W,0.23,1.2,1.23,0.012,274.44444444444446,198.88888888888889,4.09e+19
W,0.23,1.2,1.23,0.012,277.22222222222223,158.33333333333334,9.38e+18
W,0.23,1.2,1.23,0.012,278.3333333333333,169.44444444444446,1.64e+19
W,0.23,1.2,1.23,0.012,278.8888888888889,170.08333333333334,2.09e+19
P,0.2,0.056,1.46,0.01,289.44444444444446,45.0,6.2e+18
P,0.2,0.056,1.46,0.01,286.1111111111111,48.333333333333336,8.080000000000001e+18
P,0.2,0.056,1.46,0.01,285.55555555555554,51.66666666666666,2.12e+19
P,0.2,0.056,1.46,0.01,282.77777777777777,45.55555555555556,2.14e+19
P,0.12,0.067,1.46,0.014,289.44444444444446,22.77777777777778,6.2e+18
P,0.12,0.067,1.46,0.014,286.1111111111111,23.88888888888889,8.080000000000001e+18
P,0.12,0.067,1.46,0.014,285.55555555555554,15.555555555555555,2.12e+19
P,0.12,0.067,1.46,0.014,282.77777777777777,25.0,2.14e+19
W,0.23,0.62,1.575,0.019,289.44444444444446,59.44444444444444,6.2e+18
W,0.23,0.62,1.575,0.019,286.1111111111111,91.66666666666669,8.080000000000001e+18
W,0.23,0.62,1.575,0.019,285.55555555555554,85.55555555555556,2.12e+19
W,0.23,0.62,1.575,0.019,282.77777777777777,99.44444444444444,2.14e+19
F,0.051,0.7,0.59,0.01,289.44444444444446,22.22222222222222,6.51e+18
F,0.051,0.7,0.59,0.01,286.1111111111111,19.444444444444443,8.57e+18
F,0.051,0.7,0.59,0.01,285.55555555555554,28.33333333333333,2.16e+19
F,0.051,0.7,0.59,0.01,284.44444444444446,34.44444444444444,3.04e+19
F,0.088,0.71,0.65,0.009,289.44444444444446,21.666666666666668,6.51e+18
F,0.088,0.71,0.65,0.009,286.1111111111111,34.44444444444444,8.57e+18
F,0.088,0.71,0.65,0.009,285.55555555555554,48.333333333333336,2.16e+19
F,0.088,0.71,0.65,0.009,284.44444444444446,55.55555555555556,3.04e+19
W,0.25,0.59,1.4,0.014,289.44444444444446,92.77777777777776,6.51e+18
W,0.25,0.59,1.4,0.014,286.1111111111111,86.11111111111111,8.57e+18
W,0.25,0.59,1.4,0.014,285.55555555555554,124.44444444444444,2.16e+19
W,0.25,0.59,1.4,0.014,284.44444444444446,125.0,3.04e+19
P,0.133,0.62,1.427,0.008,275.55555555555554,6.666666666666667,1.6e+17
W,0.11,0.407,1.56,0.009,275.55555555555554,7.777777777777778,1.6e+17
F,0.06,0.72,1.41,0.013,280.0,17.72222222222222,6.09e+18
F,0.06,0.72,1.41,0.013,280.0,12.88888888888889,1.31e+19
F,0.06,0.72,1.41,0.013,280.0,53.33333333333333,3.96e+19
F,0.06,0.72,1.41,0.013,280.0,56.22222222222222,4.39e+19
F,0.06,0.72,1.41,0.013,280.0,27.11111111111111,6.09e+18
F,0.06,0.72,1.41,0.013,280.0,18.83333333333333,1.31e+19
F,0.06,0.72,1.41,0.013,280.0,46.66666666666666,3.96e+19
F,0.06,0.72,1.41,0.013,280.0,41.11111111111112,4.39e+19
W,0.14,0.11,1.3,0.017,280.0,19.55555555555556,6.09e+18
W,0.14,0.11,1.3,0.017,280.0,25.33333333333333,1.31e+19
W,0.14,0.11,1.3,0.017,280.0,68.33333333333333,3.96e+19
W,0.14,0.11,1.3,0.017,280.0,89.44444444444444,4.39e+19
F,0.077,0.697,1.215,0.011,280.0,21.11111111111111,5.85e+18
F,0.077,0.697,1.215,0.011,280.0,28.88888888888889,1.07e+19
F,0.077,0.697,1.215,0.011,280.0,47.77777777777778,4.019999999999999e+19
F,0.077,0.697,1.215,0.011,280.0,52.45555555555556,4.14e+19
F,0.077,0.697,1.215,0.011,280.0,20.55555555555556,5.85e+18
F,0.077,0.697,1.215,0.011,280.0,16.666666666666668,1.07e+19
F,0.077,0.697,1.215,0.011,280.0,46.66666666666666,4.019999999999999e+19
F,0.077,0.697,1.215,0.011,280.0,57.388888888888886,4.14e+19
W,0.082,0.071,1.28,0.019,280.0,37.77777777777778,5.85e+18
W,0.082,0.071,1.28,0.019,280.0,31.11111111111111,1.07e+19
W,0.082,0.071,1.28,0.019,280.0,54.44444444444444,4.019999999999999e+19
W,0.082,0.071,1.28,0.019,280.0,51.54444444444445,4.14e+19
P,0.134,0.634,1.337,0.015,276.1111111111111,16.11111111111111,2.3e+17
W,0.161,0.794,1.122,0.014,276.1111111111111,16.11111111111111,2.3e+17
P,0.06,0.6,1.33,0.004,296.1111111111111,19.000000000000004,3.65e+18
P,0.06,0.6,1.33,0.004,296.1111111111111,31.55555555555556,3.65e+18
P,0.04,0.63,1.48,0.003,292.77777777777777,13.133333333333333,6.28e+18
P,0.04,0.63,1.48,0.003,292.77777777777777,0.766666666666667,6.28e+18
W,0.04,0.06,1.08,0.005,296.1111111111111,1.5555555555555536,3.65e+18
W,0.04,0.06,1.08,0.005,292.77777777777777,-3.722222222222223,6.28e+18
P,0.04,0.68,1.54,0.006,296.1111111111111,4.444444444444445,3.87e+18
P,0.04,0.68,1.54,0.006,296.1111111111111,3.333333333333333,3.87e+18
P,0.04,0.68,1.54,0.006,292.77777777777777,10.0,9.92e+18
P,0.04,0.68,1.54,0.006,292.77777777777777,11.0,9.92e+18
W,0.07,0.09,1.46,0.01,296.1111111111111,-2.2222222222222223,3.87e+18
W,0.07,0.09,1.46,0.01,292.77777777777777,2.0,9.92e+18
P,0.04,0.65,1.4,0.005,296.1111111111111,9.444444444444445,3.48e+18
P,0.04,0.65,1.4,0.005,292.22222222222223,3.0,9.03e+18
P,0.04,0.65,1.4,0.005,292.22222222222223,5.0,9.03e+18
W,0.02,0.14,1.55,0.008,296.1111111111111,13.88888888888889,3.48e+18
W,0.02,0.14,1.55,0.008,292.22222222222223,13.0,9.03e+18
P,0.17,0.52,1.315,0.015,285.55555555555554,59.44444444444444,8.2e+18
P,0.17,0.52,1.315,0.015,276.6666666666667,-5.0,1.03e+16
P,0.17,0.52,1.315,0.015,285.55555555555554,91.66666666666669,4.230000000000001e+19
P,0.17,0.52,1.315,0.015,276.6666666666667,1.6666666666666667,5.5e+16
W,0.188,0.315,1.56,0.012,285.55555555555554,45.55555555555556,8.2e+18
W,0.188,0.315,1.56,0.012,276.6666666666667,-7.222222222222222,1.03e+16
W,0.188,0.315,1.56,0.012,285.55555555555554,86.11111111111111,3.68e+19
W,0.188,0.315,1.56,0.012,276.6666666666667,-17.77777777777778,5.5e+16
W,0.31,0.65,1.8,0.01,285.55555555555554,87.58888888888889,8.2e+18
W,0.31,0.65,1.8,0.01,285.55555555555554,145.36666666666665,2.47e+19
P,0.095,0.522,1.64,0.008,285.55555555555554,20.55555555555556,9.75e+18
P,0.095,0.522,1.64,0.008,276.6666666666667,1.1111111111111112,1.73e+16
P,0.095,0.522,1.64,0.008,285.55555555555554,29.444444444444443,4.28e+19
P,0.095,0.522,1.64,0.008,276.6666666666667,0.5555555555555556,6.56e+16
W,0.158,0.338,1.75,0.009,285.55555555555554,51.75555555555555,9.75e+18
W,0.158,0.338,1.75,0.009,276.6666666666667,18.42222222222222,1.73e+16
W,0.158,0.338,1.75,0.009,285.55555555555554,83.42222222222222,3.94e+19
W,0.158,0.338,1.75,0.009,276.6666666666667,17.866666666666664,6.56e+16
W,0.26,0.6,1.88,0.013,285.55555555555554,101.66666666666669,9.75e+18
W,0.26,0.6,1.88,0.013,285.55555555555554,119.44444444444444,2.52e+19
P,0.08,0.67,1.3,0.007,278.8888888888889,22.133333333333336,1.16e+18
W,0.059,0.93,1.32,0.009,278.8888888888889,25.71666666666666,1.16e+18
F,0.08,0.88,0.76,0.006,283.2,21.0,7.1e+18
F,0.08,0.88,0.76,0.006,283.2,45.0,4.3e+19
F,0.08,0.88,0.76,0.006,283.2,69.0,6.4e+19
F,0.08,0.88,0.76,0.006,283.2,68.0,7.4e+19
F,0.1,0.9,0.74,0.006,283.2,30.0,7.1e+18
F,0.1,0.9,0.74,0.006,283.2,62.0,4.3e+19
F,0.1,0.9,0.74,0.006,283.2,86.0,6.4e+19
F,0.1,0.9,0.74,0.006,283.2,77.0,7.4e+19
W,0.08,1.58,1.46,0.009,283.2,66.0,7.1e+18
W,0.08,1.58,1.46,0.009,283.2,187.0,4.3e+19
W,0.08,1.58,1.46,0.009,283.2,230.0,6.4e+19
W,0.08,1.58,1.46,0.009,283.2,253.0,6.4e+19
W,0.08,1.58,1.46,0.009,283.2,230.0,7.4e+19
F,0.09,0.88,0.71,0.006,285.6,41.0,3.3e+19
F,0.09,0.88,0.71,0.006,285.6,61.0,6e+19
F,0.09,0.88,0.71,0.006,285.6,76.0,7.3e+19
F,0.1,0.88,0.75,0.006,285.6,63.0,3.3e+19
F,0.1,0.88,0.75,0.006,285.6,82.0,6e+19
F,0.1,0.88,0.75,0.006,285.6,104.0,7.3e+19
W,0.05,1.66,1.35,0.0015,285.6,125.0,3.3e+19
W,0.05,1.66,1.35,0.0015,285.6,155.0,5.2e+19
W,0.05,1.66,1.35,0.0015,285.6,184.0,6e+19
W,0.05,1.66,1.35,0.0015,285.6,194.0,7.3e+19
P,0.12,0.6,1.26,0.013,292.77777777777777,19.444444444444443,3.99e+18
P,0.12,0.6,1.26,0.013,292.77777777777777,32.22222222222222,6.6e+18
P,0.12,0.6,1.26,0.013,292.22222222222223,38.888888888888886,1.42e+19
W,0.31,0.59,1.49,0.016,292.77777777777777,63.888888888888886,3.99e+18
W,0.31,0.59,1.49,0.016,292.77777777777777,82.77777777777777,6.6e+18
W,0.31,0.59,1.49,0.016,292.22222222222223,91.66666666666669,1.42e+19
P,0.241,0.528,1.497,0.013,281.1111111111111,60.55555555555556,2.53e+18
P,0.241,0.528,1.497,0.013,281.1111111111111,100.55555555555556,1.24e+19
P,0.241,0.528,1.497,0.013,281.6666666666667,97.0222222222222,1.97e+19
P,0.235,0.525,1.467,0.016,281.1111111111111,49.44444444444444,2.53e+18
P,0.235,0.525,1.467,0.016,281.1111111111111,87.77777777777777,1.24e+19
P,0.22,0.508,1.22,0.012,281.1111111111111,37.77777777777778,2.53e+18
P,0.22,0.508,1.22,0.012,281.1111111111111,63.333333333333336,8.56e+18
P,0.22,0.508,1.22,0.012,281.1111111111111,59.44444444444444,1.24e+19
W,0.16,1.26,1.21,0.019,281.1111111111111,103.33333333333331,8.56e+18
W,0.16,1.26,1.21,0.019,281.6666666666667,128.77222222222224,1.97e+19
P,0.117,0.617,1.359,0.01,285.0,31.11111111111111,2.67e+18
P,0.117,0.617,1.359,0.01,283.8888888888889,35.55555555555556,5.69e+18
P,0.117,0.617,1.359,0.01,282.77777777777777,48.888888888888886,1.11e+19
P,0.117,0.617,1.359,0.01,282.22222222222223,55.95555555555556,1.8e+19
P,0.117,0.617,1.359,0.01,285.0,42.22222222222222,2.67e+18
P,0.117,0.617,1.359,0.01,283.8888888888889,55.55555555555556,5.69e+18
P,0.117,0.617,1.359,0.01,282.77777777777777,70.55555555555556,1.11e+19
P,0.117,0.617,1.359,0.01,282.22222222222223,71.57222222222221,1.8e+19
W,0.254,0.726,1.285,0.015,285.0,80.55555555555556,2.67e+18
W,0.254,0.726,1.285,0.015,283.8888888888889,100.0,5.69e+18
W,0.254,0.726,1.285,0.015,282.77777777777777,104.44444444444444,1.11e+19
W,0.254,0.726,1.285,0.015,282.22222222222223,106.38333333333333,1.8e+19
P,0.07,0.59,1.45,0.007,292.77777777777777,1.4444444444444446,3.11e+18
P,0.07,0.59,1.45,0.007,292.77777777777777,5.611111111111111,1.3e+19
P,0.07,0.59,1.45,0.007,292.77777777777777,36.61111111111111,3.11e+18
P,0.07,0.59,1.45,0.007,292.77777777777777,39.99999999999999,1.3e+19
P,0.07,0.59,1.45,0.007,292.77777777777777,12.94444444444444,2.66e+19
P,0.07,0.59,1.45,0.007,292.77777777777777,54.66666666666666,2.66e+19
W,0.047,0.049,1.28,0.009,292.77777777777777,14.1111111111111,3.11e+18
W,0.047,0.049,1.28,0.009,292.77777777777777,13.499999999999991,1.3e+19
W,0.047,0.049,1.28,0.009,292.77777777777777,23.166666666666657,2.66e+19
P,0.093,0.613,1.313,0.009,275.55555555555554,10.0,1.4e+17
W,0.025,0.95,1.182,0.014,275.55555555555554,13.88888888888889,1.4e+17
P,0.123,0.633,1.3,0.008,275.55555555555554,5.0,1.3e+17
W,0.025,0.965,1.172,0.014,275.55555555555554,-17.22222222222222,1.3e+17
P,0.141,0.575,1.3,0.007,282.77777777777777,38.888888888888886,5.17e+18
P,0.141,0.575,1.3,0.007,285.0,44.44444444444444,7.89e+18
P,0.141,0.575,1.3,0.007,286.1111111111111,49.42777777777778,1.24e+19
P,0.141,0.575,1.3,0.007,282.77777777777777,33.333333333333336,5.17e+18
P,0.141,0.575,1.3,0.007,286.1111111111111,44.8111111111111,1.24e+19
W,0.247,0.061,1.069,0.015,282.77777777777777,40.55555555555556,5.17e+18
W,0.247,0.061,1.069,0.015,285.0,36.66666666666666,7.89e+18
W,0.247,0.061,1.069,0.015,286.1111111111111,37.10555555555555,1.24e+19
P,0.11,0.61,1.37,0.004,286.6666666666667,25.05555555555556,1.4000000000000003e+18
P,0.11,0.61,1.37,0.004,286.6666666666667,16.333333333333332,1.4000000000000003e+18
P,0.11,0.61,1.37,0.004,287.22222222222223,57.05555555555556,1e+19
W,0.048,0.067,1.525,0.005,286.6666666666667,8.777777777777779,1.4000000000000003e+18
W,0.048,0.067,1.525,0.005,287.22222222222223,14.72222222222222,1e+19
P,0.17,0.2,1.403,0.013,288.8888888888889,66.11111111111111,3.48e+19
P,0.18,0.2,1.36,0.011,288.8888888888889,58.333333333333336,3.48e+19
P,0.18,0.2,1.36,0.011,288.8888888888889,60.55555555555556,3.85e+19
P,0.18,0.2,1.437,0.011,288.8888888888889,52.22222222222222,1.75e+19
P,0.18,0.2,1.437,0.011,288.8888888888889,65.55555555555556,3.48e+19
P,0.1,0.6,1.42,0.008,289.44444444444446,27.883333333333333,5.07e+18
P,0.1,0.6,1.42,0.008,289.44444444444446,17.083333333333332,5.07e+18
P,0.1,0.6,1.42,0.008,282.22222222222223,43.394444444444446,1.64e+19
W,0.03,0.14,1.38,0.003,289.44444444444446,4.444444444444445,5.07e+18
W,0.03,0.14,1.38,0.003,282.22222222222223,15.866666666666667,1.64e+19
P,0.056,0.562,1.312,0.009,289.44444444444446,31.11111111111111,8e+18
P,0.056,0.562,1.312,0.009,289.44444444444446,37.77777777777778,8e+18
P,0.056,0.562,1.312,0.009,287.55555555555554,51.79999999999999,2.47e+19
W,0.031,0.097,1.419,0.009,289.44444444444446,16.666666666666668,8e+18
W,0.031,0.097,1.419,0.009,287.55555555555554,42.21666666666667,2.47e+19
F,0.13,0.76,0.62,0.02,286.1111111111111,35.0,2.41e+18
F,0.13,0.76,0.62,0.02,286.1111111111111,60.55555555555556,6.93e+18
F,0.13,0.76,0.62,0.02,286.1111111111111,76.11111111111111,1.16e+19
F,0.13,0.76,0.62,0.02,286.1111111111111,69.37222222222222,1.97e+19
F,0.13,0.76,0.62,0.02,286.1111111111111,29.444444444444443,2.41e+18
F,0.13,0.76,0.62,0.02,286.1111111111111,41.11111111111112,6.93e+18
F,0.13,0.76,0.62,0.02,286.1111111111111,59.44444444444444,1.16e+19
F,0.13,0.76,0.62,0.02,286.1111111111111,74.32777777777778,1.97e+19
W,0.37,0.125,1.4,0.021,286.1111111111111,70.55555555555556,2.41e+18
W,0.37,0.125,1.4,0.021,286.1111111111111,80.55555555555556,6.93e+18
W,0.37,0.125,1.4,0.021,286.1111111111111,87.22222222222223,1.16e+19
W,0.37,0.125,1.4,0.021,286.1111111111111,89.92222222222223,1.97e+19
F,0.13,0.74,0.71,0.018,286.1111111111111,31.11111111111111,2.44e+18
F,0.13,0.74,0.71,0.018,286.1111111111111,38.333333333333336,6.54e+18
F,0.13,0.74,0.71,0.018,286.1111111111111,43.333333333333336,1.16e+19
F,0.13,0.74,0.71,0.018,286.1111111111111,68.49444444444444,2.02e+19
F,0.13,0.74,0.71,0.018,286.1111111111111,27.77777777777778,2.44e+18
F,0.13,0.74,0.71,0.018,286.1111111111111,37.77777777777778,6.54e+18
F,0.13,0.74,0.71,0.018,286.1111111111111,62.77777777777778,1.16e+19
F,0.13,0.74,0.71,0.018,286.1111111111111,54.31666666666667,2.02e+19
W,0.13,0.11,1.5,0.016,286.1111111111111,45.0,2.44e+18
W,0.13,0.11,1.5,0.016,286.1111111111111,85.55555555555556,6.54e+18
W,0.13,0.11,1.5,0.016,286.1111111111111,16.11111111111111,1.16e+19
W,0.13,0.11,1.5,0.016,286.1111111111111,46.18888888888889,2.02e+19
P,0.073,0.49,1.34,0.014,291.6666666666667,16.66666666666667,5.52e+18
P,0.073,0.49,1.34,0.014,291.6666666666667,23.88888888888889,1.32e+19
P,0.073,0.49,1.34,0.014,287.77777777777777,52.22222222222222,3.25e+19
P,0.073,0.49,1.34,0.014,291.6666666666667,21.111111111111114,5.52e+18
P,0.073,0.49,1.34,0.014,291.6666666666667,19.44444444444445,1.32e+19
P,0.073,0.49,1.34,0.014,287.77777777777777,43.88888888888889,3.25e+19
W,0.023,0.87,1.23,0.006,291.6666666666667,11.111111111111114,5.52e+18
W,0.023,0.87,1.23,0.006,291.6666666666667,10.000000000000004,1.32e+19
W,0.023,0.87,1.23,0.006,287.77777777777777,43.88888888888889,3.25e+19
P,0.06,0.65,1.18,0.012,293.3333333333333,6.666666666666667,2.62e+18
P,0.06,0.65,1.18,0.012,292.77777777777777,21.29444444444444,1.31e+19
